location,state,do,ph,co,bod,na,tc,year,wqi
"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,6.8,6.6,179,1.88,0.2,253,2008,78.3
"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,6.8,6.7,172,2.14,0.19,402,2008,81.6
"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,6.9,7.1,260,1.78,0.13,200,2008,88.02
"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,7.3,6.6,94,1.27,0.17,150,2008,78.48
"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,7.4,6.7,88,1.03,0.15,173,2008,81.78
"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,7.2,7.2,439,2.28,0.14,415,2008,87.66
"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,6.8,7.6,749,2.25,0.36,699,2008,82.04
"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,6.9,7.3,252,4.33,1,858,2008,77.72
KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,7,7.3,46,1,,707,2008,80.14
NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,7,7.3,40,1,,81,2008,85.76
"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",NAN,7.7,8.1,195,1.1,0.7,10,2008,93.82
"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,8,8.2,572,0.5,,26,2008,90.48
KALA AMB D/S MARKANDA RIVER,NAN,3.8,7.8,1424,155.6,0.66,,2008,30.54
"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,4.9,7.8,704,3.5,,375,2008,68.94
"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,5.9,7.2,703,5.4,2.05,21000,2008,60.5
"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,5.3,7.4,1095,27,3.35,217500,2008,55.82
"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,6.7,6.9,1094,17.1,19.4,,2008,58.14
"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,",NAN,6.2,7,1312,22.3,17.7,,2008,61.44
"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,5.7,7.3,732,10.7,2.4,45500,2008,55.82
"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",NAN,5,7.2,983,26.1,3.05,135000,2008,50.2
"D/S CHHATBIR, PUNJAB",NAN,5,7.3,748,7.4,2.65,90000,2008,50.2
"U/S DHAKANSU NALLAH, PUNJAB",NAN,5.1,7.2,760,13.5,2.55,122500,2008,55.82
"D/S DHAKANSU NALLAH, PUNJAB",NAN,4.5,7.2,856,23.8,3.45,232500,2008,50.2
"D/S JHARMAL NADI, PUNJAB",NAN,4.4,7.2,1184,18.1,3.75,70000,2008,50.2
"U/S JHARMAL NADI, PUNJAB",NAN,4.5,7.4,1186,22.7,3.07,78333,2008,50.2
"GHAGGER AT MOONAK, PUNJAB",NAN,5.2,7.5,1036,28.5,3.55,155000,2008,55.82
"D/S SARDULGARH, PUNJAB",NAN,5.5,7.6,973,27.8,3.33,392500,2008,55.82
"U/S SARDULGARH, PUNJAB",NAN,5.6,7.6,951,25.8,3.23,712500,2008,55.82
RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,6.4,7.9,378,4.1,0.94,,2008,66.12
GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,6.8,7,970,25.3,20.2,,2008,60.88
"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,5.4,7.8,438,1.7,0.41,6,2008,87.66
"IMPHAL AT MAHABALI, MANIPUR",NAN,7.9,6.7,120,1.2,,135,2008,78.98
"IMPHAL AT KOIRENGEI, MANIPUR",NAN,6.2,7.3,135,1.8,,113,2008,85.58
"KIYAMGI, MANIPUR",NAN,8.2,7.6,176,1.9,,135,2008,85.4
"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,6.6,7.4,112,1.2,,91,2008,85.58
"IRIL AT PORAMPET, MANIPUR",NAN,7.9,7.8,196,0.8,,73,2008,85.4
"LILONG, MANIPUR",NAN,9,8,269,1.8,,155,2008,85.22
KHUGA RIVER (CHURACHANDPUR DIST.),NAN,,8,698,,,,2008,16.5
"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",NAN,9.6,7.6,633,,,30,2008,67.08
"HUMP BRIDGE, MANIPUR",NAN,3.2,6.8,389,26,,633,2008,49.72
"HEIRANGOITHONG, MANIPUR",NAN,5.5,7.5,375,24,,383,2008,69.88
"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",NAN,5,3.2,630,7,2.5,33,2008,56.18
TLAWNG UPSTREAM AIZAWL,NAN,7,7.8,122,0.65,,3,2008,96.82
TLAWNG DOWNSTREAM AIZAWL,NAN,7.2,7.8,130,0.93,0.1,3,2008,99.62
TUIRIAL UPPER CATCHMENT,NAN,6.6,8,151,0.98,,6,2008,91.02
TUIRIAL LOWER CATCHMENT,NAN,6.7,7.9,188,1.03,,8,2008,91.02
"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",NAN,6.1,7.7,120,1.36,,350,2008,85.58
"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",NAN,5.4,7.3,141,2.67,0.08,510,2008,77.14
"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",NAN,5.8,7.8,161,2.93,0.1,588,2008,76.96
"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,,7.6,253,,2.8,,2007,19.66
"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,7,7.7,448,0.4,0.2,42,2007,93.28
"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,4.8,7.5,20360,8.8,0.2,65,2007,67.06
BALEHWAR KHADI AT N.H. NO. 8,NAN,4.9,7.7,904,3.6,,32750,2007,52.08
RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,6.4,8,477,2.4,,22825,2007,68
RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,6.7,7.9,14111,2.9,,21000,2007,68
RIVER DHADHAR AT KOTHWADA,NAN,5.7,7.6,868,4.2,0.4,57,2007,77.36
"AMBIKA AT BILIMORA, GUJARAT",NAN,6.2,8,899,3.1,,16500,2007,63.32
"KOLAK AT PATALIA BDG., GUJARAT",NAN,4.8,7.6,14426,10.4,0.1,148,2007,67.06
"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,6.2,7.4,29920,3.6,0.2,41,2007,88.6
AMLAKHADI AT ANKLESHWAR,NAN,,7.5,5414,359,0.1,14,2007,41.78
"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,4.2,7.8,589,4,,50250,2007,52.08
"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,6.8,7.5,2870,2.5,0.1,1114,2007,82.04
ZUARI AT PANCHAWADI,NAN,6.5,6.9,1690,1.5,0.1,1331,2007,78.74
"MANDOVI AT TONCA, MARCELA, GOA",NAN,6.5,7.1,3110,1.6,0.1,2056,2007,82.04
"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,6.4,7.7,44000,2.3,0.1,1287,2007,82.04
"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,7.2,7.2,70,1.6,0.1,2887,2007,82.94
"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,7.2,6.8,60,2.1,0.1,10403,2007,68.4
"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,7.4,7.1,80,1.4,0.1,1010,2007,82.76
"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,7.2,6.9,80,1.3,0.1,1938,2007,79.46
"RIVER TALPONA AT CANACONA, GOA",NAN,7.4,7,66,2,0.1,1451,2007,82.94
"RIVER ASSONORA AT ASSONORA, GOA",NAN,6.3,6.6,66,1.6,0.1,3293,2007,73.04
"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,6.4,7.3,103,4,0.24,753,2007,78.08
"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,6.7,7.4,103,3.9,0.22,644,2007,78.08
"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,6.6,7.5,97,3.7,0.25,169,2007,83.7
"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,5.7,7.2,531,5.3,0.75,456,2007,77.36
"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,6.4,7.1,113,3.9,0.47,400,2007,83.7
"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,6.6,7.2,88,3.9,0.45,1146,2007,78.08
"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,6.2,7.3,117,4,0.5,638,2007,78.08
"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,5.5,6.6,1314,1.7,0.4,668,2007,66.52
"PERIYAR AT KALADY, KERALA",NAN,7.5,6.8,32,0.8,0.3,738,2007,79.64
"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,6.7,6.8,42,1,0.4,804,2007,79.64
"CHALIYAR AT KOOLIMADU, KERALA",NAN,6.9,6.7,73,0.5,0.2,1242,2007,76.34
"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,6.8,6.9,7920,0.5,0.2,813,2007,78.74
"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,7.4,7.2,49,1.1,0.3,641,2007,82.94
"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,7.2,6.8,58,1.5,0.3,556,2007,79.64
"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,6.8,6.6,115,2,0.5,635,2007,72.86
"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,0.8,6.8,2156,7.4,1,20733,2007,30.04
"PAMBA AT CHENGANNUR, KERALA",NAN,7.1,6.1,34,0.6,0.5,1975,2007,66.44
"PAMBA AT THAKAZHY, KERALA",NAN,5.9,6.2,52,0.5,0.6,1775,2007,60.82
"PAMBA DOWN, KERALA",NAN,5.1,6.2,55,1.1,0.4,2000,2007,60.82
"MEENACHIL AT KIDANGOOR, KERALA",NAN,6.7,6.2,43,0.7,0.4,2100,2007,66.44
"MANIMALA  AT KALLOOPARA, KERALA",NAN,5.8,6.2,34,0.6,0.3,1625,2007,60.82
"MANIMALA AT THONDRA, KERALA",NAN,6.4,6.2,39,0.7,0.4,1900,2007,66.44
"ACHENKOIL AT THUMPAMON, KERALA",NAN,6.6,6.3,41,0.6,0.3,1442,2007,66.44
"ACHENKOIL AT CHENNITHULA, KERALA",NAN,5.4,6.2,47,0.7,0.5,1825,2007,60.82
"VAMANAPURAM, KERALA",NAN,6.7,6.7,80,1.3,0.5,3050,2007,76.16
"AMARAVILA, KERALA",NAN,6.4,7,112,1.4,0.7,5725,2007,82.76
"AYUR, KERALA",NAN,6.3,7.1,83,1,0.4,1080,2007,82.76
"THIRURANGADY, KERALA",NAN,6.2,6.5,95,0.8,1.2,2550,2007,72.86
"KUTTIYADY ESTATE, KERALA",NAN,6.9,6.4,41,0.5,0.2,285,2007,72.06
"VALAYAM, KERALA",NAN,6.8,6.5,51,0.5,0.2,435,2007,78.66
"THALIPARAMBA, KERALA",NAN,6.6,6.9,11654,0.7,0.3,963,2007,78.74
"HOSDURG, KERALA",NAN,7,7.2,11962,0.3,0.3,550,2007,82.04
"KAKKADAVU,  KERALA",NAN,7.5,6.9,52,0.5,0.2,685,2007,79.64
"PADIYATHADKA, KERALA",NAN,7.4,6.8,68,0.3,0.2,725,2007,79.64
"IRUMPANAM, KERALA",NAN,2.8,6.6,1239,2.3,0.6,645,2007,44.04
"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,6.2,7.6,380,0.5,0.5,24583,2007,70.8
"RUSHIKULYA AT GANJAM U/S, ORISSA",NAN,7.9,7.9,382,2.1,0.21,2700,2007,82.04
"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,8.1,8,21030,1.7,0.51,463,2007,87.66
"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,7.2,7.7,244,1.2,0.51,1793,2007,82.4
"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,6.7,7.6,231,1.5,0.56,3133,2007,82.4
"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,7,8.1,637,3.5,1.2,,2007,66.12
"TAMBIRAPARANI AT PAPAVINASAM,TAMILNADU",NAN,7.5,6.5,65,1,0.15,319,2007,78.66
"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,6.8,6.5,88,0.9,0.11,233,2007,78.48
"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,6.8,6.5,128,1.8,0.15,507,2007,72.86
"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,7.8,7.2,250,1.9,0.15,249,2007,88.02
"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,7.2,6.4,71,1.2,0.12,165,2007,72.06
"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,7.4,6.5,71,1.5,0.12,189,2007,78.66
"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,7.6,7.1,428,2.5,0.15,443,2007,87.66
"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,6.8,7.2,856,2.1,0.32,348,2007,87.66
"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,7.3,7.3,152,2,1.28,998,2007,82.58
KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,NAN,6.9,7.2,58,1,,55,2007,85.76
NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,7,7.2,56,1,,16.5,2007,91.38
"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,7.9,7.9,385,2.5,0.25,24,2007,93.28
KALA AMB D/S MARKANDA RIVER,NAN,3.9,7.9,2422,74.8,0.78,,2007,44.58
"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,4.9,7.6,972,19.6,1.8,718,2007,61.44
"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,7.4,7.5,413,2.1,1.23,10775,2007,70.8
"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",NAN,6.1,7.8,632,8.1,2.9,162500,2007,61.44
"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD, HARYANA",NAN,4.9,8.1,852,26.3,18.1,,2007,50.2
"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,4.5,8.3,996,25.3,15.8,,2007,50.2
"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,6.7,7.6,425,7.4,2.88,78750,2007,61.44
"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (A/C), PUNJAB",NAN,6.3,7.7,619,7.3,3.28,125000,2007,61.44
"GHAGGAR AT D/S CHHATBIR, PUNJAB",NAN,6.4,7.7,439,4.2,2.2,440750,2007,66.12
"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",NAN,6.5,7.7,686,9.8,2.6,105000,2007,61.44
"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",NAN,6.4,7.8,754,13.8,2.53,227500,2007,61.44
"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",NAN,6.3,7.7,615,8.2,3.7,622500,2007,61.44
"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",NAN,6.2,7.6,457,3.7,2.23,49000,2007,66.12
"GHAGGER AT MOONAK, PUNJAB",NAN,6,7.8,690,9.6,3,117500,2007,61.44
"GHAGGAR AT D/S SARDULGARH, PUNJAB",NAN,5.9,7.8,692,11.1,3.5,222500,2007,55.82
"GHAGGAR AT U/S SARDULGARH, PUNJAB",NAN,5.9,7.7,699,10.4,3.33,967500,2007,55.82
RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,6.5,8.2,1315,2.2,0.05,,2007,70.8
GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,6.6,8.2,895,26.3,15.5,,2007,61.44
"NNANCHOE (ATTAWA CHOE), CHANDIGARH",NAN,,7.2,,50,0.27,,2007,33.34
"PATIALA KI RAO, CHANDIGARH",NAN,,7.4,,50,0.4,,2007,33.34
"SUKHNA CHOE, CHANDIGARH",NAN,1,7.3,,49.7,0.6,,2007,33.34
"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,5.6,7.4,168,2.2,0.38,16,2007,88.2
"TLAWNG UPSTREAM AIZAWL, MIZORAM",NAN,6.7,7.9,135,0.4,,3,2007,96.82
"TLAWNG DOWNSTREAM AIZAWL, MIZORAM",NAN,6.5,7.9,195,0.6,,3,2007,96.64
"TUIRIAL UPPER CATCHMENT, MIZORAM",NAN,7.3,7.8,219,0.5,,,2007,68.54
"TUIRIAL LOWER CATCHMENT, MIZORAM",NAN,7.7,7.9,227,0.4,,15,2007,90.84
"IMPHAL AT MAHABALI, MANIPUR",NAN,6.2,7,132,1.6,,102,2007,85.58
"IMPHAL AT KOIRENGEI, MANIPUR",NAN,6.4,7.4,137,2.1,,58,2007,85.58
"IRIL AT PORAMPET, MANIPUR",NAN,6.4,7.6,200,1,,36,2007,91.02
"LILONG, MANIPUR",NAN,7,7.6,210,2.4,,137,2007,85.4
"HUMP BRIDGE, MANIPUR",NAN,3.6,7.2,249,4.9,,383,2007,63.68
"HEIRANGOITHONG, MANIPUR",NAN,3.7,7.5,224,4,,394,2007,63.86
"KIYAMGI, MANIPUR",NAN,7.1,7.3,156,2,,89,2007,85.4
"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,7.1,7.2,127,2,,60,2007,85.58
KHUGA RIVER (CHURACHANDPUR DIST.) MANIPUR,NAN,5.8,7.6,258,1.7,,118,2007,79.6
"KHUJAIROK RIVER, MOREH (CHANDEL DIST.) MANIPUR",NAN,8.4,7.9,383,0.8,,180,2007,84.86
"UMTREW AT BYRNIHAT EAST, MEGHALAYA",NAN,8.1,7.2,221,5.4,1.95,373,2007,83.52
"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT., MEGHALAYA",NAN,6.1,3.1,738,5.5,2.73,45,2007,72.1
"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,8,7,164,1.7,1.6,2067,2007,82.58
"GANOL RIVER TURA, MEGHALAYA",NAN,5.4,7.2,153,1.7,1.78,278,2007,82.58
"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",NAN,7,7,161,1.7,2.43,375,2007,88.2
"GUMTI AT U/S SOUTH TRIPURA, TRIPURA",NAN,5.2,7.4,120,1.4,0.05,280,2007,82.76
"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",NAN,4.7,7.4,139,,0.11,440,2007,53.74
"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",NAN,5.4,7.4,128,3,0.06,565,2007,77.14
"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",NAN,6.9,7.2,233,1.5,,119,2007,85.22
"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,,7.61,168.2,,10.3,,2006,19.84
"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,7.102,7.945,307.5,1.525,0.11,50,2006,93.28
"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,3.487,7.015,25950,9.2,0.228,1400,2006,55.82
BALEHWAR KHADI AT N.H. NO. 8,NAN,5.35,7.935,735,4.7,0.835,15000,2006,60.5
RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,7.05,7.995,535,4.7,1.195,33500,2006,66.12
RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,6.5,8.14,16410,5.3,1.397,2400,2006,77.36
RIVER DHADAR AT KOTHADA,NAN,,7.885,896.5,15,0.42,10,2006,55.82
"AMBIKA AT BILIMORA, GUJARAT",NAN,5.6,8.173,3660,4.6,0.46,6867,2006,71.74
"KOLAK AT PATALIA BDG., GUJARAT",NAN,6.085,7.695,933,3.2,0.153,1550,2006,77.36
"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,6.055,7.605,6715,4.3,0.222,140,2006,82.98
"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,,7.215,15580,431.5,0.395,8,2006,41.78
"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,7.93,8.32,2160,1.46,0.277,5,2006,98.9
"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,4.9,7.943,504.7,3.1,0.603,2367,2006,66.12
"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,6.625,7.725,149.3,2.175,0.123,60,2006,88.38
ZUARI AT PANCHAWADI,NAN,5.175,6.95,464,1.5,0.7,255,2006,65.54
"MANDOVI AT TONCA, MARCELA, GOA",NAN,6.4,7.45,142.8,2.025,0.155,4073,2006,82.76
"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,6.2,7.9,218,1.575,0.615,85,2006,88.2
"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,7.4,6.733,344.3,1.7,0.9,160,2006,81.06
"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,7.6,6.775,213.3,1.3,0.173,3275,2006,75.98
"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,7.35,7.1,214.8,1.425,0.15,285,2006,88.2
"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,7.675,6.875,103.3,1.025,3.367,96,2006,85.08
"RIVER TALPONA AT CANACONA, GOA",NAN,7.125,7.55,418.3,1.725,0.45,106,2006,87.66
"RIVER ASSONORA AT ASSONORA, GOA",NAN,7,6.725,497.3,1.575,0.135,5425,2006,75.44
"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,6.543,7.229,130.4,4.014,0.307,187,2006,83.7
"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,6.7,7.307,121.5,3.857,0.264,162,2006,83.7
"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,7.1,7.507,102.5,4.633,0.21,152,2006,83.7
"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,6.333,7.277,542,5.4,7.187,207,2006,82.98
"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,6.471,7.379,204.3,3.729,0.309,174,2006,83.52
"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,6.371,7.061,214,4.5,0.346,292,2006,83.52
"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,6.7,7.44,153.3,4.4,0.65,305,2006,83.52
"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,6.2,6.457,881.1,1.757,0.326,541,2006,65.54
"PERIYAR AT KALADY, KERALA",NAN,7.286,6.586,82.9,1.071,0.233,470,2006,78.48
"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,6.525,6.5,124.1,1.313,0.227,844,2006,72.86
"CHALIYAR AT KOOLIMADU, KERALA",NAN,6.917,6.95,185.4,0.467,0.112,433,2006,71.7
"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,6.8,7.043,8489.9,0.414,0.153,473,2006,87.66
"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,7.075,7.25,107.3,0.988,0.369,384,2006,88.38
"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,7.013,6.712,151.4,1.4,0.397,485,2006,81.6
"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,6.787,6.65,119.3,1.637,0.4,574,2006,72.86
"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,4.1,6.775,511.4,6.788,1.373,3100,2006,54.84
"PAMBA AT CHENGANNUR, KERALA",NAN,6.9,6.8,224,0.733,0.438,2500,2006,79.28
"PAMBA AT THAKAZHY, KERALA",NAN,6.867,6.833,292.7,0.633,0.575,2400,2006,79.1
"PAMBA DOWN, KERALA",NAN,6.467,6.6,240,1.033,0.66,2733,2006,72.5
"MEENACHIL AT KIDANGOOR, KERALA",NAN,6.667,6.933,268,0.933,0.893,3300,2006,65.9
"MANIMALA  AT KALLOOPARA, KERALA",NAN,6.967,6.933,268,0.833,0.4,2233,2006,65.9
"MANIMALA AT THONDRA, KERALA",NAN,6.733,6.867,324,0.933,0.455,2233,2006,78.74
"ACHENKOIL AT THUMPAMON, KERALA",NAN,6.714,6.957,143.4,0.671,0.449,2171,2006,66.26
"ACHENKOIL AT CHENNITHULA, KERALA",NAN,6.733,6.733,242.7,0.9,0.743,2833,2006,75.8
"VAMANAPURAM, KERALA",NAN,7.233,6.867,75.7,1.1,0.853,2300,2006,79.46
"AMARAVILA, KERALA",NAN,6.233,6.9,104.7,0.867,1.267,2233,2006,79.46
"AYUR, KERALA",NAN,6.867,7.067,336.7,0.533,0.285,455,2006,87.66
"THIRURANGADY, KERALA",NAN,6.433,6.667,339.3,0.6,0.292,967,2006,72.14
"KUTTIYADY ESTATE, KERALA",NAN,7.033,6.533,141.3,0.533,0.135,740,2006,72.86
"VALAYAM, KERALA",NAN,6.633,7.067,237,0.633,0.45,800,2006,82.4
"THALIPARAMBA, KERALA",NAN,6.833,7,18389,0.7,0.345,583,2006,82.04
"HOSDURG, KERALA",NAN,6.333,7.167,24535.7,0.7,0.332,447,2006,87.66
"KAKKADAVU,  KERALA",NAN,7.033,7.033,241,0.267,0.232,1260,2006,82.4
"PADIYATHADKA, KERALA",NAN,7,7.133,302,0.7,0.168,933,2006,82.04
"IRUMPANAM, KERALA",NAN,3.5,6.567,1285.3,2.133,0.347,443,2006,60.9
"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,6.243,7.253,405.6,0.857,1.269,21469,2006,70.8
"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,6.9,8.2,211,2.8,2.12,2200,2006,82.58
"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,7.8,8.5,197,0.6,3.01,3500,2006,82.58
"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,7.3,8.6,528,0.9,4.8,,2006,67.5
"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",NAN,7.95,6.565,188.5,1.5,0.08,66,2006,78.3
"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,5.8,6.6,107,1,0.265,58,2006,72.86
"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,6.975,6.725,144.3,1.5,0.22,98,2006,81.78
"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,5.35,7.19,216.3,1.325,0.263,31,2006,88.2
